,entity_type,n_possible_dependents,possible_dependents,raw_sentence,sentence_position,sentence_root,text_value
42,PHONE_NUMBER,15,"PERSON:ANDREW, PERSON:BRENNER, PERSON:Janette, PERSON:Moreno, PERSON:CONTINUED\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nOn, ORG:Liggett, ORG:Group, ORG:Vector, ORG:Group, ORG:Ltd., ORG:BENSON, ORG:,, ORG:TORRES, ORG:&, ORG:FRIEDMAN","ANDREW BRENNER, ESQUIRE\n\nAPPEARANCES CONTINUED on next page.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=2\n1 APPEARANCES CONTINUED\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nOn behalf of Defendants, Liggett Group, LLC, and Vector Group Ltd., Inc.\n\nKASOWITZ, BENSON, TORRES & FRIEDMAN, LLP 1441 Brickell Avenue, Suite 1420 Miami, Florida  ",302,BRENNER,894 2796
43,INTERNATIONAL_PHONE_NUMBER,15,"PERSON:ANDREW, PERSON:BRENNER, PERSON:Janette, PERSON:Moreno, PERSON:CONTINUED\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nOn, ORG:Liggett, ORG:Group, ORG:Vector, ORG:Group, ORG:Ltd., ORG:BENSON, ORG:,, ORG:TORRES, ORG:&, ORG:FRIEDMAN","ANDREW BRENNER, ESQUIRE\n\nAPPEARANCES CONTINUED on next page.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=2\n1 APPEARANCES CONTINUED\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nOn behalf of Defendants, Liggett Group, LLC, and Vector Group Ltd., Inc.\n\nKASOWITZ, BENSON, TORRES & FRIEDMAN, LLP 1441 Brickell Avenue, Suite 1420 Miami, Florida  ",302,BRENNER,101-102-894-2796
44,PERSON,9,"PERSON:MARIA, PERSON:RUIZ, PERSON:Danny, PERSON:Legra, PERSON:Moni, PERSON:Doss, ORG:court\n\nreporter, ORG:Cliff, ORG:Gentle","MARIA RUIZ, ESQUIRE\n\nAlso Present: Danny Legra, plaintiff video tech Moni Doss, Schlesinger Law Offices Nancy Paulsen, defense court\n\nreporter Cliff Gentle, defense video",365,RUIZ,MARIA RUIZ
45,PERSON,9,"PERSON:MARIA, PERSON:RUIZ, PERSON:Danny, PERSON:Legra, PERSON:Moni, PERSON:Doss, ORG:court\n\nreporter, ORG:Cliff, ORG:Gentle","MARIA RUIZ, ESQUIRE\n\nAlso Present: Danny Legra, plaintiff video tech Moni Doss, Schlesinger Law Offices Nancy Paulsen, defense court\n\nreporter Cliff Gentle, defense video",365,RUIZ,Danny Legra
46,PERSON,9,"PERSON:MARIA, PERSON:RUIZ, PERSON:Danny, PERSON:Legra, PERSON:Moni, PERSON:Doss, ORG:court\n\nreporter, ORG:Cliff, ORG:Gentle","MARIA RUIZ, ESQUIRE\n\nAlso Present: Danny Legra, plaintiff video tech Moni Doss, Schlesinger Law Offices Nancy Paulsen, defense court\n\nreporter Cliff Gentle, defense video",365,RUIZ,Moni Doss
47,ORG,9,"PERSON:MARIA, PERSON:RUIZ, PERSON:Danny, PERSON:Legra, PERSON:Moni, PERSON:Doss, ORG:court\n\nreporter, ORG:Cliff, ORG:Gentle","MARIA RUIZ, ESQUIRE\n\nAlso Present: Danny Legra, plaintiff video tech Moni Doss, Schlesinger Law Offices Nancy Paulsen, defense court\n\nreporter Cliff Gentle, defense video",365,RUIZ,court\n\nreporter Cliff Gentle
48,PERSON,2,"PERSON:Janette, PERSON:Moreno",tech\n\nPage 5405\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1,393,5405\n\nElectronically,Janette Moreno
49,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",tech\n\nPage 5405\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1,393,5405\n\nElectronically,894-2796
50,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",tech\n\nPage 5405\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1,393,5405\n\nElectronically,894 2796
51,INTERNATIONAL_PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",tech\n\nPage 5405\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1,393,5405\n\nElectronically,101-102-894-2796
52,PERSON,1,PERSON:Sure.\n\n\n\tTHE,the\n\twitness.\n\n\n\tCan you stand up and raise your right\n\nhand?\n\t\n\n\n\tTHE WITNESS:  Sure.\n\n\n\tTHE CLERK:  ,462,stand,Sure.\n\n\n\tTHE
53,PERSON,2,"PERSON:will\n\nbe, PERSON:the\n\ttruth","Do you solemnly swear or\n\naffirm\n\tthat the evidence you\'re about to give will\n\nbe the\n\ttruth, the whole truth, and nothing but the\n\ntruth?\n\t\n\n\n\tTHE WITNESS:  ",477,swear,will\n\nbe the\n\ttruth
54,PERSON,3,"PERSON:Dr., PERSON:Daniel, PERSON:Seidman\n\nto",I\'m calling Dr. Daniel Seidman\n\nto the\n\twitness,514,I\'m,Dr. Daniel Seidman\n\nto
55,ORG,4,"ORG:Doc.\n\nA.\n\tGood, ORG:morning.\n\nQ.\n\tHow, PERSON:Janette, PERSON:Moreno","MR.\n\tSCHLESINGER:\n\nQ.\n\tGood morning, Doc.\n\nA.\n\tGood morning.\n\nQ.\n\tHow are you?\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=4\n\n\tPage 54",522,signed,Doc.\n\nA.\n\tGood morning.\n\nQ.\n\tHow
56,PERSON,4,"ORG:Doc.\n\nA.\n\tGood, ORG:morning.\n\nQ.\n\tHow, PERSON:Janette, PERSON:Moreno","MR.\n\tSCHLESINGER:\n\nQ.\n\tGood morning, Doc.\n\nA.\n\tGood morning.\n\nQ.\n\tHow are you?\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=4\n\n\tPage 54",522,signed,Janette Moreno
57,PHONE_NUMBER,4,"ORG:Doc.\n\nA.\n\tGood, ORG:morning.\n\nQ.\n\tHow, PERSON:Janette, PERSON:Moreno","MR.\n\tSCHLESINGER:\n\nQ.\n\tGood morning, Doc.\n\nA.\n\tGood morning.\n\nQ.\n\tHow are you?\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=4\n\n\tPage 54",522,signed,894-2796
58,PHONE_NUMBER,4,"ORG:Doc.\n\nA.\n\tGood, ORG:morning.\n\nQ.\n\tHow, PERSON:Janette, PERSON:Moreno","MR.\n\tSCHLESINGER:\n\nQ.\n\tGood morning, Doc.\n\nA.\n\tGood morning.\n\nQ.\n\tHow are you?\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=4\n\n\tPage 54",522,signed,894 2796
59,INTERNATIONAL_PHONE_NUMBER,4,"ORG:Doc.\n\nA.\n\tGood, ORG:morning.\n\nQ.\n\tHow, PERSON:Janette, PERSON:Moreno","MR.\n\tSCHLESINGER:\n\nQ.\n\tGood morning, Doc.\n\nA.\n\tGood morning.\n\nQ.\n\tHow are you?\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=4\n\n\tPage 54",522,signed,101-102-894-2796
60,PERSON,1,PERSON:\xef\xbf\xbd,", doctors \xef\xbf\xbd now",599,\xef\xbf\xbd,\xef\xbf\xbd
61,ORG,3,"ORG:medicine\n\n13\n\tat, ORG:Columbia, ORG:University?\n\n14\n\tA.",And you\'re also a professor of medicine\n\n13\n\tat Columbia University?\n\n14\n\tA.  ,626,you\'re,medicine\n\n13\n\tat Columbia University?\n\n14\n\tA.
62,PERSON,2,"PERSON:I, PERSON:take\n\n22\n\tit","But a big part of your practice, I take\n\n22\n\tit, is actually taking care of folks who are\n\n23\n\tdependent on nicotine, trying to help them get off\n\n24\n\tcigarettes?\n\n25\n\tA.  ",666,taking,I take\n\n22\n\tit
63,PERSON,2,"PERSON:Janette, PERSON:Moreno","what I\'m doing, yes.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1",697,signed,Janette Moreno
64,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","what I\'m doing, yes.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1",697,signed,894-2796
65,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","what I\'m doing, yes.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1",697,signed,894 2796
66,INTERNATIONAL_PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","what I\'m doing, yes.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1",697,signed,101-102-894-2796
67,PERSON,1,PERSON:Doc,"If you\'ll \xef\xbf\xbd if it\'s okay with you, I have a tendency to refer to folks with your credentials as ""Doc.""  ",767,have,Doc
68,PERSON,3,"PERSON:Daniel, PERSON:F., PERSON:Seidman.\n\nQ.","So tell the ladies and gentlemen of the jury your full name, please.\n\nA.  Daniel F. Seidman.\n\nQ.  ",841,tell,Daniel F. Seidman.\n\nQ.
69,PERSON,1,PERSON:Columbia,"So when I was a young psychologist, I got asked by the department that I\'m part of at Columbia to work with smokers, to run a smoking cessation",871,asked,Columbia
70,PERSON,1,PERSON:clinic.\n\nAnd,clinic.\n\nAnd,901,clinic.\n\nAnd,clinic.\n\nAnd
71,PERSON,2,"PERSON:Janette, PERSON:Moreno",still\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=6\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5500 finding it interesting and challenging.\n\nSo,921,signed,Janette Moreno
72,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",still\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=6\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5500 finding it interesting and challenging.\n\nSo,921,signed,894-2796
73,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",still\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=6\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5500 finding it interesting and challenging.\n\nSo,921,signed,894 2796
74,INTERNATIONAL_PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",still\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=6\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5500 finding it interesting and challenging.\n\nSo,921,signed,101-102-894-2796
75,ORG,2,"ORG:they\'re, ORG:coming.\n\nThey","That\'s why they\'re coming.\n\nThey intend to quit, but for some reason, they\'re not able to do it, and so they want \xef\xbf\xbd",1026,'s,they\'re coming.\n\nThey
76,PERSON,1,PERSON:MR,Q.  (BY MR,1113,BY,MR
77,PERSON,1,PERSON:\xef\xbf\xbd,"How many \xef\xbf\xbd give the jurors a brief overview of what your typical practice has been over the last 15, 20 years.",1122,give,\xef\xbf\xbd
78,PERSON,1,PERSON:Let\,Let\'s start with that.\n\nA.  ,1146,start,Let\
79,PERSON,2,"PERSON:Janette, PERSON:Moreno","So people will come, and some of\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=7\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5501 them",1155,come,Janette Moreno
80,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","So people will come, and some of\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=7\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5501 them",1155,come,894-2796
81,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","So people will come, and some of\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=7\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5501 them",1155,come,894 2796
82,INTERNATIONAL_PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","So people will come, and some of\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=7\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5501 them",1155,come,101-102-894-2796
83,PERSON,2,"PERSON:I, PERSON:can\'t","I work with for months or years, and some of those do well, and some of them unfortunately I can\'t",1202,work,I can\'t
84,PERSON,1,PERSON:\xef\xbf\xbd,"It\'s not really the same problem, and I think part of what \xef\xbf\xbd what happens is if people collapse at all",1353,problem,\xef\xbf\xbd
85,PERSON,2,"PERSON:Janette, PERSON:Moreno",really\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=8\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5502 have a withdrawal,1402,have,Janette Moreno
86,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",really\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=8\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5502 have a withdrawal,1402,have,894-2796
87,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",really\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=8\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5502 have a withdrawal,1402,have,894 2796
88,INTERNATIONAL_PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",really\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=8\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5502 have a withdrawal,1402,have,101-102-894-2796
89,PERSON,2,"PERSON:can\'t, PERSON:say\n\nit\","can\'t generalize necessarily\n\nfrom your own experience because some people say\n\nit\'s the hardest thing they\'ve ever done, and they\n\nmean it.\n\nAnd some people are so frustrated that\n\nthey\'re in a bunker and they feel that they can\'t\n\nsucceed.\n\nQ.  ",1425,generalize,can\'t
90,PERSON,2,"PERSON:can\'t, PERSON:say\n\nit\","can\'t generalize necessarily\n\nfrom your own experience because some people say\n\nit\'s the hardest thing they\'ve ever done, and they\n\nmean it.\n\nAnd some people are so frustrated that\n\nthey\'re in a bunker and they feel that they can\'t\n\nsucceed.\n\nQ.  ",1425,generalize,say\n\nit\
91,PERSON,2,"PERSON:Janette, PERSON:Moreno","Well, I have made that a specialty of mine, the so-called hard-core smoker or the\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=9\n9 10 11 12 13 14 15 16 17",1592,made,Janette Moreno
92,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","Well, I have made that a specialty of mine, the so-called hard-core smoker or the\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=9\n9 10 11 12 13 14 15 16 17",1592,made,894-2796
93,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","Well, I have made that a specialty of mine, the so-called hard-core smoker or the\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=9\n9 10 11 12 13 14 15 16 17",1592,made,894 2796
94,INTERNATIONAL_PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","Well, I have made that a specialty of mine, the so-called hard-core smoker or the\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=9\n9 10 11 12 13 14 15 16 17",1592,made,101-102-894-2796
95,PERSON,2,"PERSON:\xef\xbf\xbd, PERSON:\xef\xbf\xbd",So how \xef\xbf\xbd in the typical clinical setting \xef\xbf\xbd,1674,\xef\xbf\xbd,\xef\xbf\xbd
96,PERSON,2,"PERSON:\xef\xbf\xbd, PERSON:\xef\xbf\xbd",So how \xef\xbf\xbd in the typical clinical setting \xef\xbf\xbd,1674,\xef\xbf\xbd,\xef\xbf\xbd
97,ORG,2,"ORG:\xef\xbf\xbd, ORG:I\'ve",So when \xef\xbf\xbd I\'ve been doing this for a long time.  ,1737,So,\xef\xbf\xbd I\'ve
98,PERSON,1,PERSON:\xef\xbf\xbd,Tell me \xef\xbf\xbd,1762,Tell,\xef\xbf\xbd
99,PERSON,3,"PERSON:Mr., PERSON:Shulman, PERSON:couldn\'t","when I\'m reading through the depositions for Mr. Shulman, he says that at 10:00 at night one night, he ran out of cigarettes, and he couldn\'t stand \xef\xbf\xbd\n\nMR.",1819,says,Mr. Shulman
100,PERSON,3,"PERSON:Mr., PERSON:Shulman, PERSON:couldn\'t","when I\'m reading through the depositions for Mr. Shulman, he says that at 10:00 at night one night, he ran out of cigarettes, and he couldn\'t stand \xef\xbf\xbd\n\nMR.",1819,says,couldn\'t
101,PERSON,2,"PERSON:Janette, PERSON:Moreno",We\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1,1860,signed,Janette Moreno
102,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",We\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1,1860,signed,894-2796
103,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",We\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1,1860,signed,894 2796
104,INTERNATIONAL_PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",We\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1,1860,signed,101-102-894-2796
105,PERSON,2,"PERSON:Mr., PERSON:Shulman.\n\nTHE",We transitioned\n\nfrom the general to Mr. Shulman.\n\nTHE COURT:  ,1894,transitioned\n\nfrom,Mr. Shulman.\n\nTHE
106,PERSON,1,PERSON:MR,Ask your next\n\nquestion.\n\nQ.  (BY MR.,1907,Ask,MR
107,PERSON,2,"PERSON:Mr., PERSON:Shulman.\n\nA.","You started to tell us, and then you transitioned to something about my client, Mr. Shulman.\n\nA.  ",1930,started,Mr. Shulman.\n\nA.
108,PERSON,2,"PERSON:Mr., PERSON:Shulman","In your evaluation of smokers, give us an example that\'s applicable to Mr. Shulman, as you were saying, please.\n\nA.  Okay.  ",1958,give,Mr. Shulman
109,PERSON,2,"PERSON:Mr., PERSON:Shulman","what\'s important, what you think is going to be important that you need to pull out of it.\n\nAnd when I read the \xef\xbf\xbd the many, many volumes of Mr. Shulman,",2000,going,Mr. Shulman
110,PERSON,1,PERSON:couldn\'t,"one thing that happened to him is that it was 10:00 at night one night; he ran out of cigarettes, and he couldn\'t stand it so much that he called a man who owned a pharmacy that he knew",2034,ran,couldn\'t
111,PERSON,2,"PERSON:Janette, PERSON:Moreno","that\'s an unusual story, in my\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1",2089,signed,Janette Moreno
112,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","that\'s an unusual story, in my\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1",2089,signed,894-2796
113,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","that\'s an unusual story, in my\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1",2089,signed,894 2796
114,INTERNATIONAL_PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","that\'s an unusual story, in my\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1",2089,signed,101-102-894-2796
115,PERSON,1,PERSON:MR,It\'s stricken from the record.\n\nQ.  (BY MR.,2213,stricken,MR
116,PERSON,2,"PERSON:Mr., PERSON:Shulman",So if a man such as Mr. Shulman \xef\xbf\xbd A.  Yeah.\n\nQ.  \xef\xbf\xbd gave you a poignant example of having such a powerful need for cigarettes that he asked someone to open up a store that was closed that he could get them,2230,gave,Mr. Shulman
117,PERSON,2,"PERSON:Janette, PERSON:Moreno",Argumentative.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=12\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5506\n\nTHE COURT:  Sustained.\n\nQ.  ,2327,signed,Janette Moreno
118,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",Argumentative.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=12\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5506\n\nTHE COURT:  Sustained.\n\nQ.  ,2327,signed,894-2796
119,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",Argumentative.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=12\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5506\n\nTHE COURT:  Sustained.\n\nQ.  ,2327,signed,894 2796
120,INTERNATIONAL_PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno",Argumentative.\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=12\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5506\n\nTHE COURT:  Sustained.\n\nQ.  ,2327,signed,101-102-894-2796
121,PERSON,1,PERSON:MR,(BY MR.,2350,BY,MR
122,PERSON,2,"PERSON:Janette, PERSON:Moreno","Well, a lot of smokers say that they want to guit, and they intend to guit, and they\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=13\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5507",2537,say,Janette Moreno
123,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","Well, a lot of smokers say that they want to guit, and they intend to guit, and they\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=13\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5507",2537,say,894-2796
124,PHONE_NUMBER,2,"PERSON:Janette, PERSON:Moreno","Well, a lot of smokers say that they want to guit, and they intend to guit, and they\n\nElectronically signed by Janette Moreno (101-102-894-2796)\n\n89734d16-9ef 1 -419c-8d7b-404753ca232b\x0c\npgNbr=13\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5507",2537,say,894 2796
