center,cluster,cluster_member,cumulative_cluster_score,entity_type,number_of_clusters,number_of_members,raw_sentence,sentence_position,text_value
[ 55.   4. 522.   1.  12. 263. 208.  52.],19,59,3,['INTERNATIONAL_PHONE_NUMBER'],725,5,"['MR.\\n\\tSCHLESINGER:\\n\\nQ.\\n\\tGood morning, Doc.\\n\\nA.\\n\\tGood morning.\\n\\nQ.\\n\\tHow are you?\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=4\\n\\n\\tPage 54']",[522],['101-102-894-2796']
[ 60.   1. 599.   2. 219.   5.  64. 177.],20,60,0,['PERSON'],725,1,"[', doctors \\xef\\xbf\\xbd now']",[599],['\\xef\\xbf\\xbd']
[ 61.   3. 626.   1.  97.  54. 258. 256.],21,61,0,['ORG'],725,1,"[""And you\\'re also a professor of medicine\\n\\n13\\n\\tat Columbia University?\\n\\n14\\n\\tA.  ""]",[626],['medicine\\n\\n13\\n\\tat Columbia University?\\n\\n14\\n\\tA.']
[ 62.   2. 666.   2. 155.  78. 227.  86.],22,62,0,['PERSON'],725,1,"['But a big part of your practice, I take\\n\\n22\\n\\tit, is actually taking care of folks who are\\n\\n23\\n\\tdependent on nicotine, trying to help them get off\\n\\n24\\n\\tcigarettes?\\n\\n25\\n\\tA.  ']",[666],['I take\\n\\n22\\n\\tit']
[ 64.   2. 697.   3. 158. 540. 208.  22.],23,63,1,['PERSON'],725,4,"[""what I\\'m doing, yes.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1""]",[697],['Janette Moreno']
[ 64.   2. 697.   3. 158. 540. 208.  22.],23,64,2,['PHONE_NUMBER'],725,4,"[""what I\\'m doing, yes.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1""]",[697],['894-2796']
[ 64.   2. 697.   3. 158. 540. 208.  22.],23,65,2,['PHONE_NUMBER'],725,4,"[""what I\\'m doing, yes.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1""]",[697],['894 2796']
[ 64.   2. 697.   3. 158. 540. 208.  22.],23,66,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,"[""what I\\'m doing, yes.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1""]",[697],['101-102-894-2796']
[ 67.   1. 767.   2. 134. 208. 145.  51.],24,67,1,['PERSON'],725,1,"['If you\\\'ll \\xef\\xbf\\xbd if it\\\'s okay with you, I have a tendency to refer to folks with your credentials as ""Doc.""  ']",[767],['Doc']
[ 68.   3. 841.   2. 133. 323. 232.  49.],25,68,0,['PERSON'],725,1,"['So tell the ladies and gentlemen of the jury your full name, please.\\n\\nA.  Daniel F. Seidman.\\n\\nQ.  ']",[841],['Daniel F. Seidman.\\n\\nQ.']
[ 69.   1. 871.   2. 130. 334.  75.  42.],26,69,1,['PERSON'],725,1,"[""So when I was a young psychologist, I got asked by the department that I\\'m part of at Columbia to work with smokers, to run a smoking cessation""]",[871],['Columbia']
[ 70.   1. 901.   2. 243. 481.  95. 218.],27,70,0,['PERSON'],725,1,['clinic.\\n\\nAnd'],[901],['clinic.\\n\\nAnd']
[ 72.   2. 921.   3. 158. 520. 208.  22.],28,71,1,['PERSON'],725,4,['still\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=6\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5500 finding it interesting and challenging.\\n\\nSo'],[921],['Janette Moreno']
[ 72.   2. 921.   3. 158. 520. 208.  22.],28,72,2,['PHONE_NUMBER'],725,4,['still\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=6\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5500 finding it interesting and challenging.\\n\\nSo'],[921],['894-2796']
[ 72.   2. 921.   3. 158. 520. 208.  22.],28,73,2,['PHONE_NUMBER'],725,4,['still\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=6\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5500 finding it interesting and challenging.\\n\\nSo'],[921],['894 2796']
[ 72.   2. 921.   3. 158. 520. 208.  22.],28,74,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,['still\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=6\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5500 finding it interesting and challenging.\\n\\nSo'],[921],['101-102-894-2796']
"[7.500e+01 2.000e+00 1.026e+03 1.000e+00 1.150e+02 3.600e+02 0.000e+00
 2.950e+02]",29,75,0,['ORG'],725,1,"[""That\\'s why they\\'re coming.\\n\\nThey intend to quit, but for some reason, they\\'re not able to do it, and so they want \\xef\\xbf\\xbd""]",[1026],"[""they\\'re coming.\\n\\nThey""]"
"[7.600e+01 1.000e+00 1.113e+03 2.000e+00 1.680e+02 2.950e+02 1.100e+01
 1.030e+02]",30,76,1,['PERSON'],725,1,['Q.  (BY MR'],[1113],['MR']
"[7.700e+01 1.000e+00 1.122e+03 2.000e+00 2.190e+02 1.690e+02 1.370e+02
 1.770e+02]",31,77,0,['PERSON'],725,1,"['How many \\xef\\xbf\\xbd give the jurors a brief overview of what your typical practice has been over the last 15, 20 years.']",[1122],['\\xef\\xbf\\xbd']
"[7.800e+01 1.000e+00 1.146e+03 2.000e+00 1.650e+02 2.600e+02 2.160e+02
 9.900e+01]",32,78,1,['PERSON'],725,2,"[""Let\\'s start with that.\\n\\nA.  ""]",[1146],['Let\\']
"[7.800e+01 1.000e+00 1.146e+03 2.000e+00 1.650e+02 2.600e+02 2.160e+02
 9.900e+01]",32,83,1,['PERSON'],725,2,"[""I work with for months or years, and some of those do well, and some of them unfortunately I can\\'t""]",[1202],"[""I can\\'t""]"
[  80.    2. 1155.    3.  158.  322.   96.   22.],33,79,1,['PERSON'],725,4,"['So people will come, and some of\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=7\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5501 them']",[1155],['Janette Moreno']
[  80.    2. 1155.    3.  158.  322.   96.   22.],33,80,2,['PHONE_NUMBER'],725,4,"['So people will come, and some of\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=7\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5501 them']",[1155],['894-2796']
[  80.    2. 1155.    3.  158.  322.   96.   22.],33,81,2,['PHONE_NUMBER'],725,4,"['So people will come, and some of\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=7\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5501 them']",[1155],['894 2796']
[  80.    2. 1155.    3.  158.  322.   96.   22.],33,82,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,"['So people will come, and some of\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=7\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5501 them']",[1155],['101-102-894-2796']
"[8.400e+01 1.000e+00 1.353e+03 2.000e+00 2.190e+02 2.470e+02 1.860e+02
 1.770e+02]",34,84,0,['PERSON'],725,1,"[""It\\'s not really the same problem, and I think part of what \\xef\\xbf\\xbd what happens is if people collapse at all""]",[1353],['\\xef\\xbf\\xbd']
[  86.    2. 1402.    3.  158.  517.  145.   22.],35,85,1,['PERSON'],725,4,['really\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=8\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5502 have a withdrawal'],[1402],['Janette Moreno']
[  86.    2. 1402.    3.  158.  517.  145.   22.],35,86,2,['PHONE_NUMBER'],725,4,['really\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=8\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5502 have a withdrawal'],[1402],['894-2796']
[  86.    2. 1402.    3.  158.  517.  145.   22.],35,87,2,['PHONE_NUMBER'],725,4,['really\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=8\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5502 have a withdrawal'],[1402],['894 2796']
[  86.    2. 1402.    3.  158.  517.  145.   22.],35,88,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,['really\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=8\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5502 have a withdrawal'],[1402],['101-102-894-2796']
[  90.    2. 1425.    2.  236.  476.  135.  275.],36,89,0,['PERSON'],725,2,"[""can\\'t generalize necessarily\\n\\nfrom your own experience because some people say\\n\\nit\\'s the hardest thing they\\'ve ever done, and they\\n\\nmean it.\\n\\nAnd some people are so frustrated that\\n\\nthey\\'re in a bunker and they feel that they can\\'t\\n\\nsucceed.\\n\\nQ.  ""]",[1425],"[""can\\'t""]"
[  90.    2. 1425.    2.  236.  476.  135.  275.],36,90,0,['PERSON'],725,2,"[""can\\'t generalize necessarily\\n\\nfrom your own experience because some people say\\n\\nit\\'s the hardest thing they\\'ve ever done, and they\\n\\nmean it.\\n\\nAnd some people are so frustrated that\\n\\nthey\\'re in a bunker and they feel that they can\\'t\\n\\nsucceed.\\n\\nQ.  ""]",[1425],['say\\n\\nit\\']
[  92.    2. 1592.    3.  158.  406.  168.   22.],37,91,1,['PERSON'],725,4,"['Well, I have made that a specialty of mine, the so-called hard-core smoker or the\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=9\\n9 10 11 12 13 14 15 16 17']",[1592],['Janette Moreno']
[  92.    2. 1592.    3.  158.  406.  168.   22.],37,92,2,['PHONE_NUMBER'],725,4,"['Well, I have made that a specialty of mine, the so-called hard-core smoker or the\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=9\\n9 10 11 12 13 14 15 16 17']",[1592],['894-2796']
[  92.    2. 1592.    3.  158.  406.  168.   22.],37,93,2,['PHONE_NUMBER'],725,4,"['Well, I have made that a specialty of mine, the so-called hard-core smoker or the\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=9\\n9 10 11 12 13 14 15 16 17']",[1592],['894 2796']
[  92.    2. 1592.    3.  158.  406.  168.   22.],37,94,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,"['Well, I have made that a specialty of mine, the so-called hard-core smoker or the\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=9\\n9 10 11 12 13 14 15 16 17']",[1592],['101-102-894-2796']
[  96.    2. 1674.    2.  222.  319.   64.  177.],38,95,0,['PERSON'],725,3,['So how \\xef\\xbf\\xbd in the typical clinical setting \\xef\\xbf\\xbd'],[1674],['\\xef\\xbf\\xbd']
[  96.    2. 1674.    2.  222.  319.   64.  177.],38,96,0,['PERSON'],725,3,['So how \\xef\\xbf\\xbd in the typical clinical setting \\xef\\xbf\\xbd'],[1674],['\\xef\\xbf\\xbd']
[  96.    2. 1674.    2.  222.  319.   64.  177.],38,98,0,['PERSON'],725,3,['Tell me \\xef\\xbf\\xbd'],[1762],['\\xef\\xbf\\xbd']
"[9.700e+01 2.000e+00 1.737e+03 1.000e+00 6.800e+01 3.350e+02 5.400e+01
 1.790e+02]",39,97,0,['ORG'],725,1,"[""So when \\xef\\xbf\\xbd I\\'ve been doing this for a long time.  ""]",[1737],"[""\\xef\\xbf\\xbd I\\'ve""]"
[  99.    3. 1819.    2.  182.  544.  199.  110.],40,99,1,['PERSON'],725,1,"[""when I\\'m reading through the depositions for Mr. Shulman, he says that at 10:00 at night one night, he ran out of cigarettes, and he couldn\\'t stand \\xef\\xbf\\xbd\\n\\nMR.""]",[1819],['Mr. Shulman']
[ 100.    3. 1819.    2.  182.  544.  199.  233.],41,100,0,['PERSON'],725,1,"[""when I\\'m reading through the depositions for Mr. Shulman, he says that at 10:00 at night one night, he ran out of cigarettes, and he couldn\\'t stand \\xef\\xbf\\xbd\\n\\nMR.""]",[1819],"[""couldn\\'t""]"
[ 103.    2. 1860.    3.  158.  404.  208.   21.],42,102,1,['PHONE_NUMBER'],725,3,['We\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1'],[1860],['894-2796']
[ 103.    2. 1860.    3.  158.  404.  208.   21.],42,103,1,['PHONE_NUMBER'],725,3,['We\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1'],[1860],['894 2796']
[ 103.    2. 1860.    3.  158.  404.  208.   21.],42,104,2,['INTERNATIONAL_PHONE_NUMBER'],725,3,['We\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1'],[1860],['101-102-894-2796']
[ 105.    2. 1894.    2.  187.  398.  241.  114.],43,101,1,['PERSON'],725,3,['We\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1'],[1860],['Janette Moreno']
[ 105.    2. 1894.    2.  187.  398.  241.  114.],43,105,1,['PERSON'],725,3,['We transitioned\\n\\nfrom the general to Mr. Shulman.\\n\\nTHE COURT:  '],[1894],['Mr. Shulman.\\n\\nTHE']
[ 105.    2. 1894.    2.  187.  398.  241.  114.],43,107,1,['PERSON'],725,3,"['You started to tell us, and then you transitioned to something about my client, Mr. Shulman.\\n\\nA.  ']",[1930],['Mr. Shulman.\\n\\nA.']
"[1.060e+02 1.000e+00 1.907e+03 2.000e+00 1.680e+02 6.500e+01 9.000e+00
 1.030e+02]",44,106,1,['PERSON'],725,1,['Ask your next\\n\\nquestion.\\n\\nQ.  (BY MR.'],[1907],['MR']
[ 108.    2. 1958.    2.  171.  214.  137.  110.],45,108,1,['PERSON'],725,1,"[""In your evaluation of smokers, give us an example that\\'s applicable to Mr. Shulman, as you were saying, please.\\n\\nA.  Okay.  ""]",[1958],['Mr. Shulman']
[ 109.    2. 2000.    2.  171.  543.  139.  110.],46,109,1,['PERSON'],725,1,"[""what\\'s important, what you think is going to be important that you need to pull out of it.\\n\\nAnd when I read the \\xef\\xbf\\xbd the many, many volumes of Mr. Shulman,""]",[2000],['Mr. Shulman']
"[1.100e+02 1.000e+00 2.034e+03 2.000e+00 2.510e+02 5.120e+02 1.920e+02
 2.330e+02]",47,110,0,['PERSON'],725,1,"[""one thing that happened to him is that it was 10:00 at night one night; he ran out of cigarettes, and he couldn\\'t stand it so much that he called a man who owned a pharmacy that he knew""]",[2034],"[""couldn\\'t""]"
"[1.120e+02 2.000e+00 2.089e+03 3.000e+00 1.580e+02 5.230e+02 2.080e+02
 2.200e+01]",48,111,1,['PERSON'],725,4,"[""that\\'s an unusual story, in my\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1""]",[2089],['Janette Moreno']
"[1.120e+02 2.000e+00 2.089e+03 3.000e+00 1.580e+02 5.230e+02 2.080e+02
 2.200e+01]",48,112,2,['PHONE_NUMBER'],725,4,"[""that\\'s an unusual story, in my\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1""]",[2089],['894-2796']
"[1.120e+02 2.000e+00 2.089e+03 3.000e+00 1.580e+02 5.230e+02 2.080e+02
 2.200e+01]",48,113,2,['PHONE_NUMBER'],725,4,"[""that\\'s an unusual story, in my\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1""]",[2089],['894 2796']
"[1.120e+02 2.000e+00 2.089e+03 3.000e+00 1.580e+02 5.230e+02 2.080e+02
 2.200e+01]",48,114,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,"[""that\\'s an unusual story, in my\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1""]",[2089],['101-102-894-2796']
"[1.150e+02 1.000e+00 2.213e+03 2.000e+00 1.680e+02 2.500e+02 2.180e+02
 1.030e+02]",49,115,1,['PERSON'],725,1,"[""It\\'s stricken from the record.\\n\\nQ.  (BY MR.""]",[2213],['MR']
[1.16e+02 2.00e+00 2.23e+03 2.00e+00 1.71e+02 3.20e+02 1.34e+02 1.10e+02],50,116,1,['PERSON'],725,1,['So if a man such as Mr. Shulman \\xef\\xbf\\xbd A.  Yeah.\\n\\nQ.  \\xef\\xbf\\xbd gave you a poignant example of having such a powerful need for cigarettes that he asked someone to open up a store that was closed that he could get them'],[2230],['Mr. Shulman']
"[1.180e+02 2.000e+00 2.327e+03 3.000e+00 1.580e+02 6.300e+01 2.080e+02
 2.200e+01]",51,117,1,['PERSON'],725,4,['Argumentative.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=12\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5506\\n\\nTHE COURT:  Sustained.\\n\\nQ.  '],[2327],['Janette Moreno']
"[1.180e+02 2.000e+00 2.327e+03 3.000e+00 1.580e+02 6.300e+01 2.080e+02
 2.200e+01]",51,118,2,['PHONE_NUMBER'],725,4,['Argumentative.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=12\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5506\\n\\nTHE COURT:  Sustained.\\n\\nQ.  '],[2327],['894-2796']
"[1.180e+02 2.000e+00 2.327e+03 3.000e+00 1.580e+02 6.300e+01 2.080e+02
 2.200e+01]",51,119,2,['PHONE_NUMBER'],725,4,['Argumentative.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=12\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5506\\n\\nTHE COURT:  Sustained.\\n\\nQ.  '],[2327],['894 2796']
"[1.180e+02 2.000e+00 2.327e+03 3.000e+00 1.580e+02 6.300e+01 2.080e+02
 2.200e+01]",51,120,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,['Argumentative.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=12\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5506\\n\\nTHE COURT:  Sustained.\\n\\nQ.  '],[2327],['101-102-894-2796']
[1.21e+02 1.00e+00 2.35e+03 2.00e+00 1.68e+02 2.00e+00 1.10e+01 1.03e+02],52,121,1,['PERSON'],725,1,['(BY MR.'],[2350],['MR']
"[1.230e+02 2.000e+00 2.537e+03 3.000e+00 1.580e+02 4.110e+02 1.980e+02
 2.200e+01]",53,122,1,['PERSON'],725,4,"['Well, a lot of smokers say that they want to guit, and they intend to guit, and they\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=13\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5507']",[2537],['Janette Moreno']
"[1.230e+02 2.000e+00 2.537e+03 3.000e+00 1.580e+02 4.110e+02 1.980e+02
 2.200e+01]",53,123,2,['PHONE_NUMBER'],725,4,"['Well, a lot of smokers say that they want to guit, and they intend to guit, and they\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=13\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5507']",[2537],['894-2796']
"[1.230e+02 2.000e+00 2.537e+03 3.000e+00 1.580e+02 4.110e+02 1.980e+02
 2.200e+01]",53,124,2,['PHONE_NUMBER'],725,4,"['Well, a lot of smokers say that they want to guit, and they intend to guit, and they\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=13\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5507']",[2537],['894 2796']
"[1.230e+02 2.000e+00 2.537e+03 3.000e+00 1.580e+02 4.110e+02 1.980e+02
 2.200e+01]",53,125,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,"['Well, a lot of smokers say that they want to guit, and they intend to guit, and they\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=13\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5507']",[2537],['101-102-894-2796']
"[1.260e+02 1.000e+00 2.585e+03 2.000e+00 2.190e+02 5.500e+02 6.400e+01
 1.770e+02]",54,126,0,['PERSON'],725,1,['you \\xef\\xbf\\xbd'],[2585],['\\xef\\xbf\\xbd']
